comune,comune_normalized,regione,provincia,sigla_prov,lat,lon
Zagarise,zagarise,Calabria,Catanzaro,CZ,38.99919,16.663205
Lamezia Terme,lamezia terme,Calabria,Catanzaro,CZ,38.964507,16.302145
Africo,africo,Calabria,Reggio Calabria,RC,38.050669,16.133204
Agnana Calabra,agnana calabra,Calabria,Reggio Calabria,RC,38.302674,16.222904
Anoia,anoia,Calabria,Reggio Calabria,RC,38.436192,16.080633
Antonimina,antonimina,Calabria,Reggio Calabria,RC,38.272273,16.148402
Ardore,ardore,Calabria,Reggio Calabria,RC,38.19097,16.168222
Bagaladi,bagaladi,Calabria,Reggio Calabria,RC,38.026667,15.821398
Bagnara Calabra,bagnara calabra,Calabria,Reggio Calabria,RC,38.288471,15.807795
Benestare,benestare,Calabria,Reggio Calabria,RC,38.185372,16.137003
Bianco,bianco,Calabria,Reggio Calabria,RC,38.09067,16.149304
Bivongi,bivongi,Calabria,Reggio Calabria,RC,38.48317,16.453054
Bova,bova,Calabria,Reggio Calabria,RC,37.995067,15.931901
Bovalino,bovalino,Calabria,Reggio Calabria,RC,38.148971,16.174004
Bova Marina,bova marina,Calabria,Reggio Calabria,RC,37.930625,15.917452
Brancaleone,brancaleone,Calabria,Reggio Calabria,RC,37.962968,16.100405
Bruzzano Zeffirio,bruzzano zeffirio,Calabria,Reggio Calabria,RC,38.013268,16.082604
Calanna,calanna,Calabria,Reggio Calabria,RC,38.183669,15.723094
Camini,camini,Calabria,Reggio Calabria,RC,38.432257,16.481958
Campo Calabro,campo calabro,Calabria,Reggio Calabria,RC,38.216069,15.659192
Candidoni,candidoni,Calabria,Reggio Calabria,RC,38.505477,16.086298
Canolo,canolo,Calabria,Reggio Calabria,RC,38.315043,16.199783
Caraffa del Bianco,caraffa del bianco,Calabria,Reggio Calabria,RC,38.09267,16.086403
Cardeto,cardeto,Calabria,Reggio Calabria,RC,38.084567,15.766596
Careri,careri,Calabria,Reggio Calabria,RC,38.176571,16.117803
Casignana,casignana,Calabria,Reggio Calabria,RC,38.10187,16.089903
Caulonia,caulonia,Calabria,Reggio Calabria,RC,38.381377,16.409007
Ciminà,cimina,Calabria,Reggio Calabria,RC,38.246819,16.138812
Cinquefrondi,cinquefrondi,Calabria,Reggio Calabria,RC,38.415957,16.097429
Cittanova,cittanova,Calabria,Reggio Calabria,RC,38.353949,16.080602
Condofuri,condofuri,Calabria,Reggio Calabria,RC,38.004659,15.857397
Cosoleto,cosoleto,Calabria,Reggio Calabria,RC,38.275372,15.927997
Delianuova,delianuova,Calabria,Reggio Calabria,RC,38.234071,15.917798
Feroleto della Chiesa,feroleto della chiesa,Calabria,Reggio Calabria,RC,38.465776,16.064198
Ferruzzano,ferruzzano,Calabria,Reggio Calabria,RC,38.038715,16.087049
Fiumara,fiumara,Calabria,Reggio Calabria,RC,38.212669,15.693693
Galatro,galatro,Calabria,Reggio Calabria,RC,38.45974,16.110777
Gerace,gerace,Calabria,Reggio Calabria,RC,38.27233,16.219753
Giffone,giffone,Calabria,Reggio Calabria,RC,38.438176,16.15
Gioia Tauro,gioia tauro,Calabria,Reggio Calabria,RC,38.423974,15.898995
Gioiosa Ionica,gioiosa ionica,Calabria,Reggio Calabria,RC,38.322175,16.302605
Grotteria,grotteria,Calabria,Reggio Calabria,RC,38.365476,16.264904
Laganadi,laganadi,Calabria,Reggio Calabria,RC,38.173369,15.741395
Laureana di Borrello,laureana di borrello,Calabria,Reggio Calabria,RC,38.492577,16.082098
Locri,locri,Calabria,Reggio Calabria,RC,38.238537,16.265509
Mammola,mammola,Calabria,Reggio Calabria,RC,38.378051,16.203148
Marina di Gioiosa Ionica,marina di gioiosa ionica,Calabria,Reggio Calabria,RC,38.300663,16.330362
Maropati,maropati,Calabria,Reggio Calabria,RC,38.440632,16.099161
Martone,martone,Calabria,Reggio Calabria,RC,38.353976,16.288304
Melicuccà,melicucca,Calabria,Reggio Calabria,RC,38.303772,15.881296
Melicucco,melicucco,Calabria,Reggio Calabria,RC,38.433713,16.060471
Melito di Porto Salvo,melito di porto salvo,Calabria,Reggio Calabria,RC,37.920384,15.777857
Molochio,molochio,Calabria,Reggio Calabria,RC,38.308445,16.031862
Monasterace,monasterace,Calabria,Reggio Calabria,RC,38.453679,16.552009
Montebello Jonico,montebello jonico,Calabria,Reggio Calabria,RC,37.982766,15.757997
Motta San Giovanni,motta san giovanni,Calabria,Reggio Calabria,RC,38.003165,15.695096
Oppido Mamertina,oppido mamertina,Calabria,Reggio Calabria,RC,38.293593,15.98414
Palizzi,palizzi,Calabria,Reggio Calabria,RC,37.966667,15.986702
Palmi,palmi,Calabria,Reggio Calabria,RC,38.357449,15.846565
Pazzano,pazzano,Calabria,Reggio Calabria,RC,38.475763,16.452501
Placanica,placanica,Calabria,Reggio Calabria,RC,38.411878,16.452507
Platì,plati,Calabria,Reggio Calabria,RC,38.219972,16.046501
Polistena,polistena,Calabria,Reggio Calabria,RC,38.406509,16.077455
Portigliola,portigliola,Calabria,Reggio Calabria,RC,38.227673,16.202204
Reggio di Calabria,reggio di calabria,Calabria,Reggio Calabria,RC,38.103539,15.639756
Riace,riace,Calabria,Reggio Calabria,RC,38.418295,16.481189
Rizziconi,rizziconi,Calabria,Reggio Calabria,RC,38.411996,15.95924
Roccaforte del Greco,roccaforte del greco,Calabria,Reggio Calabria,RC,38.047268,15.894699
Roccella Ionica,roccella ionica,Calabria,Reggio Calabria,RC,38.321976,16.400907
Roghudi,roghudi,Calabria,Reggio Calabria,RC,37.927565,15.765998
Rosarno,rosarno,Calabria,Reggio Calabria,RC,38.487283,15.976495
Samo,samo,Calabria,Reggio Calabria,RC,38.073769,16.058302
San Giorgio Morgeto,san giorgio morgeto,Calabria,Reggio Calabria,RC,38.386958,16.108164
San Giovanni di Gerace,san giovanni di gerace,Calabria,Reggio Calabria,RC,38.365076,16.277704
San Lorenzo,san lorenzo,Calabria,Reggio Calabria,RC,38.010967,15.834398
San Luca,san luca,Calabria,Reggio Calabria,RC,38.148371,16.066002
San Pietro di Caridà,san pietro di carida,Calabria,Reggio Calabria,RC,38.523678,16.135299
San Procopio,san procopio,Calabria,Reggio Calabria,RC,38.281172,15.890397
San Roberto,san roberto,Calabria,Reggio Calabria,RC,38.211269,15.736594
Santa Cristina d'Aspromonte,santa cristina d'aspromonte,Calabria,Reggio Calabria,RC,38.255372,15.970499
Sant'Agata del Bianco,sant'agata del bianco,Calabria,Reggio Calabria,RC,38.092788,16.083088
Sant'Alessio in Aspromonte,sant'alessio in aspromonte,Calabria,Reggio Calabria,RC,38.172569,15.757795
Sant'Eufemia d'Aspromonte,sant'eufemia d'aspromonte,Calabria,Reggio Calabria,RC,38.263471,15.854796
Sant'Ilario dello Ionio,sant'ilario dello ionio,Calabria,Reggio Calabria,RC,38.218773,16.195604
Santo Stefano in Aspromonte,santo stefano in aspromonte,Calabria,Reggio Calabria,RC,38.169169,15.789196
Scido,scido,Calabria,Reggio Calabria,RC,38.243571,15.932698
Scilla,scilla,Calabria,Reggio Calabria,RC,38.25067,15.718993
Seminara,seminara,Calabria,Reggio Calabria,RC,38.335093,15.871255
Serrata,serrata,Calabria,Reggio Calabria,RC,38.512877,16.100699
Siderno,siderno,Calabria,Reggio Calabria,RC,38.276163,16.29816
Sinopoli,sinopoli,Calabria,Reggio Calabria,RC,38.263771,15.878497
Staiti,staiti,Calabria,Reggio Calabria,RC,38.000068,16.032803
Stignano,stignano,Calabria,Reggio Calabria,RC,38.416078,16.470308
Stilo,stilo,Calabria,Reggio Calabria,RC,38.476612,16.467263
Taurianova,taurianova,Calabria,Reggio Calabria,RC,38.355054,16.014778
Terranova Sappo Minulio,terranova sappo minulio,Calabria,Reggio Calabria,RC,38.322673,16.007499
Varapodio,varapodio,Calabria,Reggio Calabria,RC,38.317073,15.984398
Villa San Giovanni,villa san giovanni,Calabria,Reggio Calabria,RC,38.220112,15.637381
San Ferdinando,san ferdinando,Calabria,Reggio Calabria,RC,38.48317,15.916271
Belvedere di Spinello,belvedere di spinello,Calabria,Crotone,KR,39.211944,16.889318
Caccuri,caccuri,Calabria,Crotone,KR,39.227416,16.778569
Carfizzi,carfizzi,Calabria,Crotone,KR,39.30636,16.973792
Casabona,casabona,Calabria,Crotone,KR,39.250284,16.960659
Castelsilano,castelsilano,Calabria,Crotone,KR,39.269034,16.767453
Cerenzia,cerenzia,Calabria,Crotone,KR,39.244086,16.788333
Cirò,ciro,Calabria,Crotone,KR,39.381732,17.061353
Cirò Marina,ciro marina,Calabria,Crotone,KR,39.369092,17.132857
Cotronei,cotronei,Calabria,Crotone,KR,39.15835,16.773505
Crotone,crotone,Calabria,Crotone,KR,39.187389,16.878282
Crucoli,crucoli,Calabria,Crotone,KR,39.423701,17.002308
Cutro,cutro,Calabria,Crotone,KR,39.035445,16.979263
Isola di Capo Rizzuto,isola di capo rizzuto,Calabria,Crotone,KR,38.959993,17.093315
Melissa,melissa,Calabria,Crotone,KR,39.307373,17.025987
Mesoraca,mesoraca,Calabria,Crotone,KR,39.080127,16.789599
Pallagorio,pallagorio,Calabria,Crotone,KR,39.307693,16.910984
Petilia Policastro,petilia policastro,Calabria,Crotone,KR,39.10941,16.788654
Roccabernarda,roccabernarda,Calabria,Crotone,KR,39.136087,16.869791
Rocca di Neto,rocca di neto,Calabria,Crotone,KR,39.184386,17.009067
San Mauro Marchesato,san mauro marchesato,Calabria,Crotone,KR,39.104406,16.924439
San Nicola dell'Alto,san nicola dell'alto,Calabria,Crotone,KR,39.291348,16.972244
Santa Severina,santa severina,Calabria,Crotone,KR,39.147901,16.912776
Savelli,savelli,Calabria,Crotone,KR,39.310837,16.778523
Scandale,scandale,Calabria,Crotone,KR,39.122213,16.964123
Strongoli,strongoli,Calabria,Crotone,KR,39.263959,17.052026
Umbriatico,umbriatico,Calabria,Crotone,KR,39.354501,16.91871
Verzino,verzino,Calabria,Crotone,KR,39.311098,16.860406
Acquaro,acquaro,Calabria,Vibo Valentia,VV,38.554779,16.1872
Arena,arena,Calabria,Vibo Valentia,VV,38.562779,16.2099
Briatico,briatico,Calabria,Vibo Valentia,VV,38.725981,16.032895
Brognaturo,brognaturo,Calabria,Vibo Valentia,VV,38.601281,16.341403
Capistrano,capistrano,Calabria,Vibo Valentia,VV,38.692282,16.289601
Cessaniti,cessaniti,Calabria,Vibo Valentia,VV,38.66368,16.026795
Dasà,dasa,Calabria,Vibo Valentia,VV,38.564879,16196.0
Dinami,dinami,Calabria,Vibo Valentia,VV,38.527776,16.147958
Drapia,drapia,Calabria,Vibo Valentia,VV,38.664524,15.910363
Fabrizia,fabrizia,Calabria,Vibo Valentia,VV,38.487078,16.301003
Filadelfia,filadelfia,Calabria,Vibo Valentia,VV,38.783764,16.291088
Filandari,filandari,Calabria,Vibo Valentia,VV,38.615079,16.031396
Filogaso,filogaso,Calabria,Vibo Valentia,VV,38.681481,16.228699
Francavilla Angitola,francavilla angitola,Calabria,Vibo Valentia,VV,38.780184,16.271699
Francica,francica,Calabria,Vibo Valentia,VV,38.615679,16.099297
Gerocarne,gerocarne,Calabria,Vibo Valentia,VV,38.587478,16.219813
Ionadi,ionadi,Calabria,Vibo Valentia,VV,38.636334,16.059571
Joppolo,joppolo,Calabria,Vibo Valentia,VV,38.58384,15.897318
Limbadi,limbadi,Calabria,Vibo Valentia,VV,38.557477,15.965895
Maierato,maierato,Calabria,Vibo Valentia,VV,38.705048,16.19007
Mileto,mileto,Calabria,Vibo Valentia,VV,38.609262,16.069491
Mongiana,mongiana,Calabria,Vibo Valentia,VV,38.512879,16.319503
Monterosso Calabro,monterosso calabro,Calabria,Vibo Valentia,VV,38.716999,16.291059
Nardodipace,nardodipace,Calabria,Vibo Valentia,VV,38.472278,16.342504
Nicotera,nicotera,Calabria,Vibo Valentia,VV,38.554577,15.936695
Parghelia,parghelia,Calabria,Vibo Valentia,VV,38.681736,15.921798
Pizzo,pizzo,Calabria,Vibo Valentia,VV,38.735436,16.162085
Pizzoni,pizzoni,Calabria,Vibo Valentia,VV,38.623081,16.251901
Polia,polia,Calabria,Vibo Valentia,VV,38.751183,16.3122
Ricadi,ricadi,Calabria,Vibo Valentia,VV,38.625483,15.86643
Rombiolo,rombiolo,Calabria,Vibo Valentia,VV,38.591778,16.001696
San Calogero,san calogero,Calabria,Vibo Valentia,VV,38.575578,16.020296
San Costantino Calabro,san costantino calabro,Calabria,Vibo Valentia,VV,38.632279,16.073897
San Gregorio d'Ippona,san gregorio d'ippona,Calabria,Vibo Valentia,VV,38.642334,16.101976
San Nicola da Crissa,san nicola da crissa,Calabria,Vibo Valentia,VV,38.663636,16.284679
Sant'Onofrio,sant'onofrio,Calabria,Vibo Valentia,VV,38.694981,16.144097
Serra San Bruno,serra san bruno,Calabria,Vibo Valentia,VV,38.574608,16.326074
Simbario,simbario,Calabria,Vibo Valentia,VV,38.612109,16.334919
Sorianello,sorianello,Calabria,Vibo Valentia,VV,38.59328,16.231901
Soriano Calabro,soriano calabro,Calabria,Vibo Valentia,VV,38.596934,16.230355
Spadola,spadola,Calabria,Vibo Valentia,VV,38.603802,16.337075
Spilinga,spilinga,Calabria,Vibo Valentia,VV,38.628412,15.906178
Stefanaconi,stefanaconi,Calabria,Vibo Valentia,VV,38.677881,16.124197
Tropea,tropea,Calabria,Vibo Valentia,VV,38.675379,15.894792
Vallelonga,vallelonga,Calabria,Vibo Valentia,VV,38.647281,16.294901
Vazzano,vazzano,Calabria,Vibo Valentia,VV,38.632881,16248.0
Vibo Valentia,vibo valentia,Calabria,Vibo Valentia,VV,38.626656,16.098693
Zaccanopoli,zaccanopoli,Calabria,Vibo Valentia,VV,38.664779,15.929793
Zambrone,zambrone,Calabria,Vibo Valentia,VV,38.69918,15.990094
Zungri,zungri,Calabria,Vibo Valentia,VV,38.65569,15.983246
Alcamo,alcamo,Sicilia,Trapani,TP,37.97665,12.962674
Buseto Palizzolo,buseto palizzolo,Sicilia,Trapani,TP,38.012506,12.711586
Calatafimi-Segesta,calatafimi-segesta,Sicilia,Trapani,TP,37.913638,12.861893
Campobello di Mazara,campobello di mazara,Sicilia,Trapani,TP,37.635838,12.744338
Castellammare del Golfo,castellammare del golfo,Sicilia,Trapani,TP,38.018846,12.885837
Castelvetrano,castelvetrano,Sicilia,Trapani,TP,37.682851,12.795534
Custonaci,custonaci,Sicilia,Trapani,TP,38.078163,12.675229
Erice,erice,Sicilia,Trapani,TP,38.03823,12.587182
Favignana,favignana,Sicilia,Trapani,TP,37.931402,12.327429
Gibellina,gibellina,Sicilia,Trapani,TP,37.807042,12.869539
Marsala,marsala,Sicilia,Trapani,TP,37.797922,12.434209
Mazara del Vallo,mazara del vallo,Sicilia,Trapani,TP,37.653729,12.588691
Paceco,paceco,Sicilia,Trapani,TP,37.981297,12.557309
Pantelleria,pantelleria,Sicilia,Trapani,TP,36.831458,11.94504
Partanna,partanna,Sicilia,Trapani,TP,37.727841,12.88854
Poggioreale,poggioreale,Sicilia,Trapani,TP,37.762096,13.034318
Salaparuta,salaparuta,Sicilia,Trapani,TP,37.757942,13.009742
Salemi,salemi,Sicilia,Trapani,TP,37.817371,12.800945
Santa Ninfa,santa ninfa,Sicilia,Trapani,TP,37.771342,12.877639
San Vito Lo Capo,san vito lo capo,Sicilia,Trapani,TP,38.172347,12.734932
Trapani,trapani,Sicilia,Trapani,TP,38.017432,12.515992
Valderice,valderice,Sicilia,Trapani,TP,38.038984,12.616979
Vita,vita,Sicilia,Trapani,TP,37.868575,12.814479
Petrosino,petrosino,Sicilia,Trapani,TP,37.71624,12.494547
Misiliscemi,misiliscemi,Sicilia,Trapani,TP,37.925714,12.537552
Alia,alia,Sicilia,Palermo,PA,37.779948,13.713856
Alimena,alimena,Sicilia,Palermo,PA,37.693476,14.114651
Aliminusa,aliminusa,Sicilia,Palermo,PA,37.864509,13.78116
Altavilla Milicia,altavilla milicia,Sicilia,Palermo,PA,38.042734,13.550893
Altofonte,altofonte,Sicilia,Palermo,PA,38.044567,13.298702
Bagheria,bagheria,Sicilia,Palermo,PA,38.079351,13.509349
Balestrate,balestrate,Sicilia,Palermo,PA,38.051867,13.004266
Baucina,baucina,Sicilia,Palermo,PA,37.925429,13.53771
Belmonte Mezzagno,belmonte mezzagno,Sicilia,Palermo,PA,38.048449,13.390554
Bisacquino,bisacquino,Sicilia,Palermo,PA,37.705431,13.258761
Bolognetta,bolognetta,Sicilia,Palermo,PA,37.964742,13.45607
Bompietro,bompietro,Sicilia,Palermo,PA,37.746863,14.099838
Borgetto,borgetto,Sicilia,Palermo,PA,38.047103,13.142684
Caccamo,caccamo,Sicilia,Palermo,PA,37.9318,13.66349
Caltavuturo,caltavuturo,Sicilia,Palermo,PA,37.821066,13.890224
Campofelice di Fitalia,campofelice di fitalia,Sicilia,Palermo,PA,37.826685,13.485936
Campofelice di Roccella,campofelice di roccella,Sicilia,Palermo,PA,37.992334,13.886183
Campofiorito,campofiorito,Sicilia,Palermo,PA,37.753636,13.268767
Camporeale,camporeale,Sicilia,Palermo,PA,37.897145,13.093842
Capaci,capaci,Sicilia,Palermo,PA,38.170718,13.23917
Carini,carini,Sicilia,Palermo,PA,38.131172,13.181885
Castelbuono,castelbuono,Sicilia,Palermo,PA,37.931953,14.088562
Casteldaccia,casteldaccia,Sicilia,Palermo,PA,38.054118,13.530226
Castellana Sicula,castellana sicula,Sicilia,Palermo,PA,37.783179,14.041051
Castronovo di Sicilia,castronovo di sicilia,Sicilia,Palermo,PA,37.678945,13.603455
Cefalà Diana,cefala diana,Sicilia,Palermo,PA,37.915175,13.463549
Cefalù,cefalu,Sicilia,Palermo,PA,38.034957,14.024456
Cerda,cerda,Sicilia,Palermo,PA,37.903579,13.81547
Chiusa Sclafani,chiusa sclafani,Sicilia,Palermo,PA,37.67722,13.270521
Ciminna,ciminna,Sicilia,Palermo,PA,37.896816,13.562345
Cinisi,cinisi,Sicilia,Palermo,PA,38.154943,13.109841
Collesano,collesano,Sicilia,Palermo,PA,37.921477,13.937486
Contessa Entellina,contessa entellina,Sicilia,Palermo,PA,37.73098,13.183144
Corleone,corleone,Sicilia,Palermo,PA,37.812078,13.301438
Ficarazzi,ficarazzi,Sicilia,Palermo,PA,38.088458,13.463786
Gangi,gangi,Sicilia,Palermo,PA,37.795627,14.20672
Geraci Siculo,geraci siculo,Sicilia,Palermo,PA,37.859137,14.154416
Giardinello,giardinello,Sicilia,Palermo,PA,38.088049,13.157041
Giuliana,giuliana,Sicilia,Palermo,PA,37.670591,13.237804
Godrano,godrano,Sicilia,Palermo,PA,37.903344,13.428924
Gratteri,gratteri,Sicilia,Palermo,PA,37.967377,13.97393
Isnello,isnello,Sicilia,Palermo,PA,37.943953,14.005761
Isola delle Femmine,isola delle femmine,Sicilia,Palermo,PA,38.198295,13.247344
Lascari,lascari,Sicilia,Palermo,PA,38.000053,13.941459
Lercara Friddi,lercara friddi,Sicilia,Palermo,PA,37.746946,13.604854
Marineo,marineo,Sicilia,Palermo,PA,37.952893,13.415024
Mezzojuso,mezzojuso,Sicilia,Palermo,PA,37.864532,13.464195
Misilmeri,misilmeri,Sicilia,Palermo,PA,38.03522,13.451404
Monreale,monreale,Sicilia,Palermo,PA,38.082632,13.291993
Montelepre,montelepre,Sicilia,Palermo,PA,38.088964,13.171343
Montemaggiore Belsito,montemaggiore belsito,Sicilia,Palermo,PA,37.847752,13.762048
Palazzo Adriano,palazzo adriano,Sicilia,Palermo,PA,37.681254,13.379266
Palermo,palermo,Sicilia,Palermo,PA,38.111227,13.352443
Partinico,partinico,Sicilia,Palermo,PA,38.043896,13.119821
Petralia Soprana,petralia soprana,Sicilia,Palermo,PA,37.79634,14.108468
Petralia Sottana,petralia sottana,Sicilia,Palermo,PA,37.808225,14.092513
Piana degli Albanesi,piana degli albanesi,Sicilia,Palermo,PA,37.994836,13.282689
Polizzi Generosa,polizzi generosa,Sicilia,Palermo,PA,37.812819,13.999683
Pollina,pollina,Sicilia,Palermo,PA,37.992894,14.145799
Prizzi,prizzi,Sicilia,Palermo,PA,37.721453,13.431265
Roccamena,roccamena,Sicilia,Palermo,PA,37.836028,13.153858
Roccapalumba,roccapalumba,Sicilia,Palermo,PA,37.805948,13.638455
San Cipirello,san cipirello,Sicilia,Palermo,PA,37.96296,13.17538
San Giuseppe Jato,san giuseppe jato,Sicilia,Palermo,PA,37.970486,13.182489
San Mauro Castelverde,san mauro castelverde,Sicilia,Palermo,PA,37.914628,14.190378
Santa Cristina Gela,santa cristina gela,Sicilia,Palermo,PA,37.984932,13.328096
Santa Flavia,santa flavia,Sicilia,Palermo,PA,38.081331,13.52544
Sciara,sciara,Sicilia,Palermo,PA,37.914892,13.762343
Sclafani Bagni,sclafani bagni,Sicilia,Palermo,PA,37.821589,13.85478
Termini Imerese,termini imerese,Sicilia,Palermo,PA,37.983651,13.695554
Terrasini,terrasini,Sicilia,Palermo,PA,38.152822,13.082122
Torretta,torretta,Sicilia,Palermo,PA,38.130061,13.233501
Trabia,trabia,Sicilia,Palermo,PA,37.994386,13.65651
Trappeto,trappeto,Sicilia,Palermo,PA,38.067008,13.03655
Ustica,ustica,Sicilia,Palermo,PA,38.710381,13.191874
Valledolmo,valledolmo,Sicilia,Palermo,PA,37.747448,13.827859
Ventimiglia di Sicilia,ventimiglia di sicilia,Sicilia,Palermo,PA,37.923341,13.569255
Vicari,vicari,Sicilia,Palermo,PA,37.825092,13.571302
Villabate,villabate,Sicilia,Palermo,PA,38.076528,13.443667
Villafrati,villafrati,Sicilia,Palermo,PA,37.908012,13.48635
Scillato,scillato,Sicilia,Palermo,PA,37.856724,13.906854
Blufi,blufi,Sicilia,Palermo,PA,37.751474,14.074827
Alcara li Fusi,alcara li fusi,Sicilia,Messina,ME,38.021318,14.701396
Alì,ali,Sicilia,Messina,ME,38.027364,15.417689
Alì Terme,ali terme,Sicilia,Messina,ME,38.005064,15.42269
Antillo,antillo,Sicilia,Messina,ME,37.977262,15.244786
Barcellona Pozzo di Gotto,barcellona pozzo di gotto,Sicilia,Messina,ME,38.148306,15.217552
Basicò,basico,Sicilia,Messina,ME,38.061393,15.062248
Brolo,brolo,Sicilia,Messina,ME,38.155362,14.829575
Capizzi,capizzi,Sicilia,Messina,ME,37.848909,14.478473
Capo d'Orlando,capo d'orlando,Sicilia,Messina,ME,38.159573,14.745073
Capri Leone,capri leone,Sicilia,Messina,ME,38.085874,14.730118
Caronia,caronia,Sicilia,Messina,ME,38.024707,14.440584
Casalvecchio Siculo,casalvecchio siculo,Sicilia,Messina,ME,37.958162,15.322588
Castel di Lucio,castel di lucio,Sicilia,Messina,ME,37.886454,14.312168
Castell'Umberto,castell'umberto,Sicilia,Messina,ME,38.08437,14.807122
Castelmola,castelmola,Sicilia,Messina,ME,37.858348,15.277316
Castroreale,castroreale,Sicilia,Messina,ME,38.099272,15.210686
Cesarò,cesaro,Sicilia,Messina,ME,37.844756,14.713076
Condrò,condro,Sicilia,Messina,ME,38.173177,15.326943
Falcone,falcone,Sicilia,Messina,ME,38.117482,15.079611
Ficarra,ficarra,Sicilia,Messina,ME,38.109061,14.828976
Fiumedinisi,fiumedinisi,Sicilia,Messina,ME,38.026238,15.382083
Floresta,floresta,Sicilia,Messina,ME,37.987351,14.909714
Fondachelli-Fantina,fondachelli-fantina,Sicilia,Messina,ME,38.000627,15.182419
Forza d'Agrò,forza d'agro,Sicilia,Messina,ME,37.91372,15.335449
Francavilla di Sicilia,francavilla di sicilia,Sicilia,Messina,ME,37.901129,15.136208
Frazzanò,frazzano,Sicilia,Messina,ME,38.072269,14.744953
Furci Siculo,furci siculo,Sicilia,Messina,ME,37.961204,15.381735
Furnari,furnari,Sicilia,Messina,ME,38.104671,15.125223
Gaggi,gaggi,Sicilia,Messina,ME,37.860091,15.221412
Galati Mamertino,galati mamertino,Sicilia,Messina,ME,38.031559,14.772517
Gallodoro,gallodoro,Sicilia,Messina,ME,37.90183,15.293695
Giardini-Naxos,giardini-naxos,Sicilia,Messina,ME,37.835441,15.271845
